,transaction_id,date,user_id,card_id,amount,use_chip,merchant_id,merchant_state,zip,user_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,has_chip,num_cards_issued,credit_limit,Is_fraud
35,7475365,2010-01-01 01:01:00,820,127,270.22 ,Online Transaction,73186,CA,4814,70,Female,26762.0,41902.0,29713.0,633,5,Mastercard,Debit,True,1,20759.0,No
36,7475366,2010-01-01 01:03:00,1703,2969,78.00 ,Swipe Transaction,43293,CO,5499,47,Female,24115.0,49169.0,65994.0,747,2,Mastercard,Credit,True,2,10600.0,No
37,7475367,2010-01-01 01:06:00,1758,4686,87.09 ,Online Transaction,17976,CA,4900,57,Male,11061.0,22556.0,43260.0,645,4,Visa,Debit,True,2,8278.0,No
38,7475368,2010-01-01 01:07:00,414,2815,148.39 ,Swipe Transaction,5258,NJ,4900,45,Female,55362.0,112875.0,44432.0,709,2,Mastercard,Debit,True,1,62703.0,No
39,7475370,2010-01-01 01:07:00,1963,3364,48.12 ,Swipe Transaction,88646,CA,5812,98,Male,26137.0,33869.0,370.0,821,7,Visa,Debit,True,1,18384.0,Yes
40,7475371,2010-01-01 01:08:00,561,3764,7.75 ,Swipe Transaction,86977,IA,5813,48,Male,18076.0,36853.0,112139.0,834,5,Mastercard,Debit,True,1,26960.0,No
41,7475372,2010-01-01 01:11:00,566,5577,14.66 ,Online Transaction,16798,CA,4121,60,Female,22680.0,46244.0,108449.0,814,5,Mastercard,Credit,True,1,10100.0,No
42,7475373,2010-01-01 01:11:00,1642,4281,3.96 ,Swipe Transaction,44625,NJ,5812,37,Female,19848.0,40470.0,41938.0,731,5,Visa,Debit,True,1,26730.0,Yes
43,7475374,2010-01-01 01:13:00,1684,94,12.67 ,Online Transaction,39021,CA,4784,56,Male,13668.0,27861.0,108313.0,782,5,Mastercard,Debit,True,1,9263.0,Yes
44,7475376,2010-01-01 01:19:00,989,2511,580.98 ,Swipe Transaction,73661,OK,7995,78,Male,46175.0,113514.0,16524.0,727,8,Mastercard,Debit,True,2,4707.0,Yes
45,7475377,2010-01-01 01:19:00,1519,2452,10.34 ,Swipe Transaction,12399,MT,5813,41,Female,19625.0,40012.0,59472.0,849,4,Visa,Debit,False,2,19037.0,No
46,7475378,2010-01-01 01:19:00,1575,2112,17.14 ,Swipe Transaction,29232,FL,4121,51,Female,28272.0,57646.0,127892.0,724,4,Mastercard,Debit,True,1,18138.0,No
47,7475379,2010-01-01 01:22:00,986,4755,1.85 ,Swipe Transaction,14528,NY,5499,32,Male,23550.0,48010.0,87837.0,703,3,Visa,Debit,True,2,15094.0,No
48,7475380,2010-01-01 01:23:00,1703,2969,71.72 ,Swipe Transaction,43293,CO,5499,47,Female,24115.0,49169.0,65994.0,747,2,Mastercard,Credit,True,2,10600.0,No
49,7475381,2010-01-01 01:25:00,430,5768,200.00 ,Swipe Transaction,27092,IN,4829,52,Female,26168.0,53350.0,128676.0,685,5,Visa,Credit,True,1,17700.0,Yes
50,7475382,2010-01-01 01:25:00,1703,2969,78.00,Swipe Transaction,43293,CO,5499,47,Female,24115.0,49169.0,65994.0,747,2,Mastercard,Credit,True,2,10600.0,No
51,7475383,2010-01-01 01:30:00,1357,65,23.08 ,Swipe Transaction,80797,WA,5813,75,Female,16941.0,11410.0,0.0,812,7,Amex,Credit,True,2,14600.0,No
52,7475385,2010-01-01 01:37:00,1484,2527,40.00 ,Swipe Transaction,27092,AZ,4829,92,Female,30818.0,57732.0,2261.0,726,6,Mastercard,Debit,True,2,39533.0,No
53,7475388,2010-01-01 01:40:00,1077,2539,2.43 ,Swipe Transaction,46284,CA,5411,57,Female,17899.0,12044.0,10323.0,576,3,Mastercard,Debit,True,2,17034.0,Yes
54,7475389,2010-01-01 01:40:00,1787,2228,3.77 ,Swipe Transaction,20519,KY,5942,52,Female,28583.0,58278.0,51539.0,689,6,Mastercard,Debit,True,1,27590.0,No
55,7475390,2010-01-01 01:41:00,247,4155,3.29 ,Swipe Transaction,92883,LA,5812,49,Female,26772.0,54587.0,69070.0,761,6,Mastercard,Debit,True,2,16751.0,No
56,7475391,2010-01-01 01:41:00,1087,1029,62.98 ,Online Transaction,17976,CA,4900,40,Female,15202.0,30997.0,81716.0,722,2,Mastercard,Debit,False,1,9433.0,Yes
57,7475394,2010-01-01 01:46:00,1575,224,34.34 ,Online Transaction,16798,CA,4121,51,Female,28272.0,57646.0,127892.0,724,4,Mastercard,Debit,True,1,23016.0,No
58,7475395,2010-01-01 01:47:00,1731,2797,73.46 ,Swipe Transaction,18293,CA,7995,64,Female,23172.0,47242.0,62224.0,704,6,Mastercard,Debit,True,1,16409.0,No
59,7475396,2010-01-01 01:48:00,125,2023,9.16 ,Swipe Transaction,23462,CA,5813,64,Female,13015.0,26535.0,93592.0,724,5,Mastercard,Debit,True,2,1326.0,Yes
60,7475397,2010-01-01 01:48:00,989,4124,541.29 ,Swipe Transaction,40475,IL,7802,78,Male,46175.0,113514.0,16524.0,727,8,Visa,Credit,True,2,21600.0,Yes
61,7475398,2010-01-01 01:53:00,63,60,30.69 ,Swipe Transaction,32175,NJ,7538,40,Male,17370.0,35418.0,51741.0,660,6,Visa,Debit,True,2,17082.0,No
62,7475399,2010-01-01 01:54:00,152,2848,177.41 ,Swipe Transaction,86616,AL,4814,37,Female,24196.0,49335.0,51520.0,773,3,Visa,Credit,True,1,10300.0,Yes
63,7475400,2010-01-01 01:54:00,597,4540,14.20 ,Swipe Transaction,66541,CA,5300,72,Male,51692.0,65055.0,1676.0,736,6,Visa,Debit,True,2,76343.0,No
64,7475401,2010-01-01 01:54:00,1449,241,119.23 ,Online Transaction,87530,CA,4900,66,Male,15334.0,28104.0,12054.0,751,3,Mastercard,Debit,True,2,11457.0,No
65,7475402,2010-01-01 01:55:00,1755,4228,10.61 ,Swipe Transaction,82981,GA,5912,53,Male,13864.0,28269.0,66681.0,734,6,Visa,Debit,True,1,12519.0,Yes
66,7475403,2010-01-01 01:56:00,760,5876,52.98 ,Online Transaction,39021,CA,4784,56,Female,18420.0,37558.0,72514.0,778,3,Amex,Credit,True,1,9100.0,No
67,7475404,2010-01-01 01:56:00,1642,4281,3.35 ,Swipe Transaction,44625,NJ,5812,37,Female,19848.0,40470.0,41938.0,731,5,Visa,Debit,True,1,26730.0,Yes
68,7475406,2010-01-01 01:58:00,1542,2906,39.05 ,Swipe Transaction,58215,OH,5813,46,Female,27250.0,55565.0,34039.0,731,2,Mastercard,Debit (Prepaid),True,2,65.0,No
69,7475407,2010-01-01 02:00:00,727,4295,6.79 ,Swipe Transaction,72351,MO,5541,44,Male,19874.0,40522.0,81572.0,801,5,Mastercard,Debit,True,1,19086.0,Yes
70,7475410,2010-01-01 02:05:00,1097,4690,100.00 ,Swipe Transaction,27092,MI,4829,39,Male,15863.0,32343.0,59006.0,732,3,Visa,Debit,True,1,17319.0,No
71,7475411,2010-01-01 02:05:00,1453,1117,196.22 ,Swipe Transaction,5009,NY,7011,37,Female,17716.0,36122.0,51593.0,641,2,Mastercard,Debit,True,1,14561.0,No
72,7475412,2010-01-01 02:06:00,1024,1006,3.83 ,Swipe Transaction,2177,KS,5411,66,Male,32162.0,65573.0,143069.0,739,4,Visa,Credit,True,1,16100.0,No
73,7475413,2010-01-01 02:07:00,858,13,1.87 ,Swipe Transaction,81833,TX,5912,47,Male,15092.0,30774.0,51428.0,700,3,Mastercard,Credit,True,1,14600.0,Yes
74,7475414,2010-01-01 02:08:00,1084,3454,6.63 ,Swipe Transaction,45926,WA,5814,36,Male,31518.0,64262.0,75415.0,775,4,Visa,Debit,True,1,35268.0,No
75,7475415,2010-01-01 02:08:00,1622,2877,8.30 ,Swipe Transaction,43293,MA,5499,41,Female,38878.0,79271.0,211919.0,759,1,Mastercard,Debit,True,2,40176.0,No
76,7475416,2010-01-01 02:09:00,1787,2228,2.75 ,Swipe Transaction,75781,KY,5411,52,Female,28583.0,58278.0,51539.0,689,6,Mastercard,Debit,True,1,27590.0,Yes
77,7475417,2010-01-01 02:11:00,34,1166,4.07 ,Swipe Transaction,49789,CA,5541,41,Male,25431.0,51854.0,72162.0,737,2,Mastercard,Debit,True,2,10775.0,No
78,7475419,2010-01-01 02:12:00,1424,4710,2.31 ,Swipe Transaction,95811,AZ,5411,101,Female,13086.0,15348.0,1396.0,761,4,Mastercard,Credit,True,2,8000.0,No
79,7475420,2010-01-01 02:13:00,121,5952,0.21 ,Swipe Transaction,61195,WI,5541,34,Female,22277.0,45419.0,124370.0,721,3,Visa,Debit,True,1,18137.0,No
80,7475421,2010-01-01 02:13:00,989,2938,396.03 ,Swipe Transaction,73661,OK,7995,78,Male,46175.0,113514.0,16524.0,727,8,Mastercard,Credit,True,1,28000.0,Yes
81,7475422,2010-01-01 02:13:00,1453,1117,460.00,Swipe Transaction,5009,NY,7011,37,Female,17716.0,36122.0,51593.0,641,2,Mastercard,Debit,True,1,14561.0,Yes
82,7475423,2010-01-01 02:14:00,474,2493,91.02 ,Swipe Transaction,35451,NY,5812,55,Male,39705.0,80957.0,161166.0,683,6,Visa,Credit,True,1,16900.0,No
83,7475424,2010-01-01 02:15:00,1142,4674,3.68 ,Swipe Transaction,59397,MA,5812,52,Male,38878.0,79272.0,107029.0,716,3,Mastercard,Debit,True,2,43984.0,No
84,7475425,2010-01-01 02:16:00,241,58,38.11 ,Online Transaction,17976,CA,4900,58,Female,15009.0,30605.0,16549.0,737,5,Mastercard,Debit,True,2,12861.0,Yes
85,7475426,2010-01-01 02:17:00,461,5482,25.97 ,Swipe Transaction,45389,MI,5813,42,Female,32078.0,65403.0,80057.0,784,4,Mastercard,Debit,True,1,28963.0,Yes
86,7475427,2010-01-01 02:17:00,1776,4938,66.05 ,Online Transaction,39021,CA,4784,47,Male,21156.0,43133.0,44263.0,693,3,Amex,Credit,True,1,13400.0,No
87,7475429,2010-01-01 02:22:00,595,4667,33.02 ,Swipe Transaction,71416,NC,4900,79,Male,18100.0,29041.0,4427.0,699,4,Mastercard,Debit,True,2,16786.0,No
88,7475430,2010-01-01 02:22:00,972,4166,103.97 ,Swipe Transaction,18966,WI,4900,35,Male,24608.0,50177.0,101323.0,681,4,Visa,Debit,False,1,2508.0,Yes
89,7475431,2010-01-01 02:25:00,212,2418,2.33 ,Swipe Transaction,61195,TX,5541,52,Male,13799.0,28137.0,88482.0,797,6,Mastercard,Debit,True,2,6795.0,No
90,7475432,2010-01-01 02:25:00,1214,5508,51.58 ,Online Transaction,98436,CA,5192,40,Male,35544.0,72470.0,133421.0,711,2,Visa,Debit,True,1,21073.0,No
91,7475434,2010-01-01 02:28:00,178,4261,57.43 ,Swipe Transaction,78454,MO,5812,47,Female,24057.0,49045.0,0.0,727,3,Mastercard,Debit,True,2,17206.0,No
92,7475435,2010-01-01 02:31:00,1077,4104,2.87 ,Swipe Transaction,61195,CA,5541,57,Female,17899.0,12044.0,10323.0,576,3,Visa,Debit (Prepaid),True,2,33.0,Yes
93,7475436,2010-01-01 02:32:00,1155,5784,27.63 ,Swipe Transaction,1903,FL,5812,83,Female,15462.0,29494.0,1196.0,689,5,Visa,Credit,True,2,7100.0,No
94,7475437,2010-01-01 02:33:00,1443,4730,76.76 ,Swipe Transaction,59288,HI,5912,47,Male,17175.0,35016.0,54455.0,732,3,Mastercard,Debit,True,2,16392.0,No
95,7475438,2010-01-01 02:35:00,387,4601,9.10 ,Swipe Transaction,75936,OH,5814,34,Male,22261.0,45388.0,64749.0,723,1,Mastercard,Debit (Prepaid),True,2,49.0,Yes
96,7475439,2010-01-01 02:35:00,1998,2160,0.75 ,Swipe Transaction,99312,CA,5411,65,Male,0.0,645.0,790.0,688,3,Visa,Debit (Prepaid),True,1,110.0,No
97,7475440,2010-01-01 02:39:00,706,4284,160.00 ,Swipe Transaction,27092,CA,4829,33,Female,33148.0,67589.0,106072.0,602,2,Amex,Credit,True,1,13700.0,No
98,7475441,2010-01-01 02:40:00,503,1088,28.21 ,Swipe Transaction,20561,IL,5912,47,Female,14497.0,29564.0,54279.0,694,2,Mastercard,Debit (Prepaid),False,1,39.0,Yes
99,7475442,2010-01-01 02:40:00,714,2958,44.86 ,Swipe Transaction,1238,AR,7393,61,Female,35992.0,73383.0,155191.0,760,2,Mastercard,Debit (Prepaid),True,1,42.0,No
100,7475443,2010-01-01 02:44:00,908,5154,57.73 ,Swipe Transaction,68751,NC,5651,62,Male,22685.0,46256.0,106753.0,650,3,Mastercard,Debit,True,1,13123.0,Yes
101,7475444,2010-01-01 02:45:00,758,2181,6.52 ,Swipe Transaction,75781,CA,5411,63,Male,21178.0,43180.0,36832.0,764,5,Mastercard,Debit,True,2,5553.0,No
102,7475446,2010-01-01 02:48:00,1411,1069,4.04 ,Swipe Transaction,10455,IL,5812,57,Female,33847.0,69007.0,52218.0,720,4,Visa,Credit,True,1,18200.0,No
103,7475447,2010-01-01 02:51:00,140,152,3.93 ,Swipe Transaction,61195,TN,5541,37,Female,20657.0,42120.0,72801.0,739,4,Mastercard,Debit,True,1,13441.0,Yes
104,7475449,2010-01-01 02:51:00,1424,4710,5.12 ,Swipe Transaction,95811,AZ,5411,101,Female,13086.0,15348.0,1396.0,761,4,Mastercard,Credit,True,2,8000.0,Yes
105,7475450,2010-01-01 02:52:00,843,184,19.15 ,Swipe Transaction,73365,IN,5651,35,Male,13891.0,28325.0,38658.0,822,6,Visa,Debit,True,2,10495.0,No
106,7475452,2010-01-01 02:57:00,895,217,58.85 ,Swipe Transaction,88544,CA,5300,46,Female,15515.0,31632.0,76538.0,832,3,Visa,Credit,True,1,10300.0,No
107,7475453,2010-01-01 02:57:00,1313,4183,2.77 ,Swipe Transaction,61746,PA,5411,35,Male,14798.0,30172.0,39959.0,653,2,Mastercard,Debit (Prepaid),True,2,87.0,No
108,7475454,2010-01-01 02:57:00,1459,3383,2.75 ,Swipe Transaction,47756,NM,5411,53,Male,15385.0,31369.0,0.0,707,3,Mastercard,Debit,False,2,12708.0,Yes
109,7475455,2010-01-01 02:59:00,474,2493,115.37 ,Swipe Transaction,98648,NY,5814,55,Male,39705.0,80957.0,161166.0,683,6,Visa,Credit,True,1,16900.0,Yes
110,7475456,2010-01-01 03:02:00,1802,5836,77.70 ,Swipe Transaction,60569,NJ,5300,39,Female,29088.0,59313.0,102360.0,802,2,Mastercard,Debit,True,2,36920.0,No
111,7475457,2010-01-01 03:03:00,702,4199,120.87 ,Swipe Transaction,61195,NY,5541,46,Female,34873.0,71103.0,136853.0,721,4,Mastercard,Credit,True,2,15000.0,No
112,7475458,2010-01-01 03:06:00,461,5482,23.86 ,Swipe Transaction,45389,MI,5813,42,Female,32078.0,65403.0,80057.0,784,4,Mastercard,Debit,True,1,28963.0,No
113,7475459,2010-01-01 03:08:00,169,3256,11.18 ,Swipe Transaction,2205,SC,5813,85,Male,14224.0,30451.0,93.0,686,4,Mastercard,Debit,True,1,12591.0,No
114,7475460,2010-01-01 03:08:00,957,4532,147.00,Swipe Transaction,44795,OH,3780,73,Female,33637.0,37789.0,24575.0,605,3,Mastercard,Debit,False,1,27974.0,No
115,7475461,2010-01-01 03:09:00,140,152,3.92 ,Swipe Transaction,75936,TN,5814,37,Female,20657.0,42120.0,72801.0,739,4,Mastercard,Debit,True,1,13441.0,No
116,7475462,2010-01-01 03:09:00,843,184,27.29 ,Swipe Transaction,73365,IN,5651,35,Male,13891.0,28325.0,38658.0,822,6,Visa,Debit,True,2,10495.0,No
117,7475463,2010-01-01 03:11:00,1921,1181,40.89 ,Online Transaction,59350,CA,7922,44,Male,15726.0,32064.0,9833.0,709,3,Mastercard,Debit (Prepaid),True,2,89.0,Yes
118,7475464,2010-01-01 03:13:00,957,4532,14.21 ,Swipe Transaction,44795,OH,3780,73,Female,33637.0,37789.0,24575.0,605,3,Mastercard,Debit,False,1,27974.0,No
119,7475465,2010-01-01 03:16:00,1920,3415,24.47 ,Swipe Transaction,35001,MN,5813,64,Male,15325.0,31244.0,51924.0,713,4,Amex,Credit,True,1,8200.0,No
120,7475466,2010-01-01 03:17:00,319,248,29.60 ,Swipe Transaction,54850,CA,4814,67,Male,17683.0,28357.0,10400.0,628,2,Visa,Credit,True,2,6800.0,No
121,7475467,2010-01-01 03:17:00,613,1191,22.77 ,Swipe Transaction,44919,IL,5814,39,Female,27741.0,56562.0,111495.0,712,4,Visa,Debit,True,1,28320.0,Yes
122,7475468,2010-01-01 03:20:00,121,5952,58.47 ,Online Transaction,80770,CA,7922,34,Female,22277.0,45419.0,124370.0,721,3,Visa,Debit,True,1,18137.0,No
123,7475469,2010-01-01 03:23:00,1787,2228,37.09 ,Swipe Transaction,96712,KY,5813,52,Female,28583.0,58278.0,51539.0,689,6,Mastercard,Debit,True,1,27590.0,Yes
124,7475470,2010-01-01 03:26:00,609,2892,11.44 ,Swipe Transaction,46284,TX,5411,59,Male,18408.0,37536.0,63386.0,717,3,Visa,Credit,True,2,10600.0,No
125,7475471,2010-01-01 03:27:00,1209,3387,4.78 ,Swipe Transaction,50783,NY,5411,45,Female,31299.0,63815.0,4832.0,699,6,Mastercard,Debit (Prepaid),True,1,76.0,No
126,7475473,2010-01-01 03:29:00,895,1116,35.23 ,Swipe Transaction,45188,CA,5651,46,Female,15515.0,31632.0,76538.0,832,3,Mastercard,Debit (Prepaid),True,2,49.0,Yes
127,7475474,2010-01-01 03:32:00,819,3245,102.27 ,Swipe Transaction,51664,PA,4900,55,Female,18392.0,37495.0,28449.0,687,3,Visa,Credit,True,1,8400.0,No
128,7475475,2010-01-01 03:32:00,1237,2092,3.58 ,Swipe Transaction,75936,IL,5814,46,Female,15770.0,32150.0,47179.0,717,6,Mastercard,Debit (Prepaid),True,2,51.0,Yes
129,7475476,2010-01-01 03:32:00,1538,3206,14.36 ,Swipe Transaction,98374,PA,5411,82,Male,16494.0,23572.0,216.0,590,2,Mastercard,Debit,True,2,21284.0,No
130,7475477,2010-01-01 03:36:00,1686,2617,176.44 ,Swipe Transaction,1827,CO,5912,54,Female,30072.0,61312.0,25355.0,708,3,Visa,Credit,True,1,16300.0,No
131,7475478,2010-01-01 03:49:00,442,112,120.00 ,Swipe Transaction,27092,IL,4829,47,Male,23836.0,48600.0,23992.0,791,5,Visa,Debit,True,1,40384.0,No
132,7475479,2010-01-01 03:51:00,1209,3387,4.39 ,Swipe Transaction,50783,NY,5411,45,Female,31299.0,63815.0,4832.0,699,6,Mastercard,Debit (Prepaid),True,1,76.0,No
133,7475480,2010-01-01 03:52:00,618,3411,6.72 ,Swipe Transaction,75781,CA,5411,32,Male,13632.0,27795.0,72318.0,701,4,Visa,Debit,True,1,12496.0,No
134,7475481,2010-01-01 03:52:00,1941,2940,13.79 ,Swipe Transaction,56241,TX,5310,38,Male,18934.0,38609.0,27463.0,740,3,Visa,Debit (Prepaid),True,2,30.0,No
135,7475482,2010-01-01 03:53:00,241,3921,63.50 ,Swipe Transaction,70766,NC,5651,58,Female,15009.0,30605.0,16549.0,737,5,Visa,Credit,False,1,6900.0,Yes
136,7475483,2010-01-01 03:56:00,377,4602,59.44 ,Swipe Transaction,55604,WI,7538,80,Female,24884.0,39110.0,363.0,750,5,Mastercard,Debit,False,1,32636.0,Yes
137,7475485,2010-01-01 03:57:00,185,5361,15.89 ,Online Transaction,39261,CA,5815,47,Female,15175.0,30942.0,71066.0,779,3,Amex,Credit,True,1,6900.0,No
138,7475486,2010-01-01 04:01:00,421,2177,96.63 ,Swipe Transaction,20561,IA,5912,53,Female,22502.0,45876.0,58252.0,790,7,Mastercard,Credit,True,1,10600.0,Yes
139,7475487,2010-01-01 04:05:00,1382,2838,93.13 ,Swipe Transaction,22014,TX,4900,58,Male,12693.0,25883.0,44404.0,706,4,Mastercard,Debit,True,2,11415.0,Yes
140,7475488,2010-01-01 04:06:00,1080,2562,31.50 ,Swipe Transaction,85304,GA,5310,56,Female,14425.0,29413.0,46043.0,703,2,Mastercard,Debit,True,1,1470.0,No
141,7475489,2010-01-01 04:13:00,1413,4673,1.62 ,Swipe Transaction,20519,IN,5942,39,Female,15285.0,31170.0,33165.0,685,5,Mastercard,Debit,True,2,15562.0,No
142,7475490,2010-01-01 04:14:00,585,5881,20.86 ,Online Transaction,41122,CA,4784,52,Male,20346.0,41483.0,64715.0,584,1,Mastercard,Debit,False,1,19913.0,No
143,7475491,2010-01-01 04:17:00,356,3251,7.71 ,Online Transaction,50404,CA,4784,50,Female,20315.0,41420.0,0.0,691,5,Mastercard,Debit,True,2,14100.0,No
144,7475492,2010-01-01 04:17:00,1920,2791,33.19 ,Swipe Transaction,35001,MN,5813,64,Male,15325.0,31244.0,51924.0,713,4,Visa,Debit,False,2,20318.0,No
145,7475493,2010-01-01 04:18:00,816,5066,108.13 ,Swipe Transaction,98374,TN,5411,56,Male,17795.0,36285.0,67244.0,759,5,Visa,Debit,True,2,13593.0,Yes
146,7475494,2010-01-01 04:21:00,103,5113,166.34 ,Online Transaction,56276,CA,4899,41,Female,17056.0,34774.0,78060.0,850,5,Mastercard,Credit,True,2,8500.0,Yes
